,_unit_id,relevance,relevance:variance,product_price,query,rank,source,invoice
7988,711166454,2.8,1.166,$559.00 ,green bay packers,5,Shop.com,9298
7989,711166455,2.8,1.166,"$59.98,Sale $49.95 - $69.99",green bay packers,6,Shop.com,24586
7990,711166456,2.67,0.47100000000000003,$79.95 ,green bay packers,7,Shop.com,1097
7991,711166457,3.0,0.894,$35.99 - $39.99,green bay packers,8,Shop.com,5204
7992,711166458,2.6,1.02,"$39.95,Sale $35.95 - $39.95",green bay packers,9,Shop.com,25162
7993,711166459,3.0,1.4140000000000001,$70.00 - $79.95,green bay packers,10,Shop.com,10494
7994,711166460,3.33,0.47100000000000003,"$17.99,Sale $15.29 - $22.99",green bay packers,11,Shop.com,1369
7995,711166461,3.0,0.632,$21.43 - $26.99,green bay packers,12,Shop.com,26665
7996,711166462,4.0,0.0,"$179.98,Sale $149.95",green bay packers,13,Shop.com,14528
7997,711166463,3.67,0.47100000000000003,$99.95 ,green bay packers,14,Shop.com,8832
7998,711166464,3.33,0.47100000000000003,$52.67 - $59.99,green bay packers,15,Shop.com,15834
7999,711166465,2.67,0.47100000000000003,$12.39 ,green bay packers,16,Shop.com,16449
8000,711166466,3.0,0.0,"$18.99,Sale $11.99",green bay packers,17,Shop.com,7981
8001,711166467,3.33,0.47100000000000003,$6.99 ,green bay packers,18,Shop.com,29520
8002,711166468,3.67,0.47100000000000003,"$17.99,Sale $10.99",green bay packers,19,Shop.com,2966
8003,711166469,2.33,0.943,Sale $49.95 - $50.00,green bay packers,20,Shop.com,8261
8004,711166470,3.33,0.47100000000000003,$399.00 ,green bay packers,21,Shop.com,6380
8005,711166471,3.2,0.748,$79.95 ,green bay packers,22,Shop.com,8471
8006,711166472,2.67,0.943,$75.00 ,green bay packers,23,Shop.com,9755
8007,711166473,3.67,0.47100000000000003,"$7.99,Sale $7.99",green bay packers,24,Shop.com,5998
8008,711166474,4.0,0.0,$59.95 ,green bay packers,25,Shop.com,7606
8009,711166475,2.4,1.02,"$20.69,Sale $10.69",PS2 controller USB,1,Shop.com,13046
8010,711166476,1.67,0.47100000000000003,$279.81 - $339.46,PS2 controller USB,2,Shop.com,7620
8011,711166477,3.33,0.47100000000000003,$233.52 - $282.89,PS2 controller USB,3,Shop.com,15261
8012,711166478,1.33,0.47100000000000003,$438.26 - $565.78,PS2 controller USB,4,Shop.com,14192
8013,711166479,2.0,0.0,"$18.45,Sale $14.19",PS2 controller USB,5,Shop.com,11358
8014,711166480,2.8,1.166,$22.93 - $33.96,PS2 controller USB,6,Shop.com,26347
8015,711166481,1.67,0.47100000000000003,"$18.87,Sale $13.98",PS2 controller USB,7,Shop.com,26461
8016,711166482,2.4,1.3559999999999999,"$15.99,Sale $13.99 - $21.01",PS2 controller USB,8,Shop.com,5317
8017,711166483,1.67,0.47100000000000003,$222.93 - $239.99,PS2 controller USB,9,Shop.com,27275
8018,711166484,1.6,0.8,"$1,449.99 ",PS2 controller USB,10,Shop.com,3668
8019,711166485,3.33,0.943,"$38.99,Sale $29.99",PS2 controller USB,11,Shop.com,16883
8020,711166486,1.33,0.47100000000000003,"$1,729.99 ",PS2 controller USB,12,Shop.com,1040
8021,711166487,1.0,0.0,$349.99 ,PS2 controller USB,13,Shop.com,19329
8022,711166488,2.0,0.0,"$207.99,Sale $164.93 - $220.16",PS2 controller USB,14,Shop.com,17383
8023,711166489,1.33,0.47100000000000003,"$1,231.49 ",PS2 controller USB,15,Shop.com,3270
8024,711166490,2.0,0.0,$22.49 ,PS2 controller USB,16,Shop.com,10600
8025,711166491,2.33,0.943,"$19.99,Sale $18.49 - $26.52",PS2 controller USB,17,Shop.com,5795
8026,711166492,1.0,0.0,$17.99 ,PS2 controller USB,18,Shop.com,22751
8027,711166493,1.0,0.0,"$908.99 - $1,127.99",PS2 controller USB,19,Shop.com,29623
8028,711166494,1.33,0.47100000000000003,"$357.99,Sale $314.99 - $404.93",PS2 controller USB,20,Shop.com,1302
8029,711166495,1.33,0.47100000000000003,$295.41 ,PS2 controller USB,21,Shop.com,8472
8030,711166496,1.67,0.943,$199.99 ,PS2 controller USB,22,Shop.com,6222
8031,711166497,1.67,0.47100000000000003,$504.99 ,PS2 controller USB,23,Shop.com,11025
8032,711166498,1.4,0.8,$296.56 ,PS2 controller USB,24,Shop.com,10189
8033,711166499,2.4,1.02,$345.99 ,PS2 controller USB,25,Shop.com,26549
8034,711166500,4.0,0.0,$36.93 ,table runner,1,Shop.com,5362
8035,711166501,3.67,0.47100000000000003,"$55.60,Sale $41.61 - $55.60",table runner,2,Shop.com,7705
8036,711166502,4.0,0.0,$58.52 - $59.10,table runner,3,Shop.com,13300
8037,711166503,4.0,0.0,"$54.99,Sale $44.99",table runner,4,Shop.com,29036
8038,711166504,3.67,0.47100000000000003,$53.20 - $53.83,table runner,5,Shop.com,4832
8039,711166505,4.0,0.0,$30.52 ,table runner,6,Shop.com,14749
8040,711166506,3.67,0.47100000000000003,$59.10 - $61.16,table runner,7,Shop.com,12302
8041,711166507,2.2,0.98,$53.83 - $55.60,table runner,8,Shop.com,1070
8042,711166508,3.4,0.8,$27.70 ,table runner,9,Shop.com,3490
8043,711166509,3.67,0.47100000000000003,$24.99 ,table runner,10,Shop.com,26592
8044,711166510,4.0,0.0,$58.52 - $59.10,table runner,11,Shop.com,7843
8045,711166511,3.75,0.433,$40.00 ,table runner,12,Shop.com,13689
8046,711166512,4.0,0.0,$36.61 - $53.20,table runner,13,Shop.com,24947
8047,711166513,4.0,0.0,$58.52 - $59.10,table runner,14,Shop.com,8586
8048,711166514,3.75,0.433,Sale $41.72 - $53.83,table runner,15,Shop.com,22825
8049,711166515,4.0,0.0,Sale $48.11 - $61.16,table runner,16,Shop.com,26275
8050,711166516,4.0,0.0,$7.43 - $10.57,table runner,17,Shop.com,2645
8051,711166517,3.2,0.748,$6.16 - $10.68,table runner,18,Shop.com,4243
8052,711166518,4.0,0.0,$21.80 - $30.00,table runner,19,Shop.com,11151
8053,711166519,3.67,0.47100000000000003,Sale $48.11 - $61.16,table runner,20,Shop.com,27066
8054,711166520,3.33,0.943,$6.16 - $10.68,table runner,21,Shop.com,27668
8055,711166521,4.0,0.0,Sale $41.60 - $89.49,table runner,22,Shop.com,27612
8056,711166522,3.33,0.943,"$59.10,Sale $48.11 - $61.16",table runner,23,Shop.com,10097
8057,711166523,3.33,0.943,$6.95 - $10.68,table runner,24,Shop.com,23387
8058,711166524,4.0,0.0,Sale $30.47 - $91.99,table runner,25,Shop.com,8730
8059,711166525,3.67,0.47100000000000003,"$69.95,Sale $43.99",skechers womens shoes,1,Shop.com,24838
8060,711166526,4.0,0.0,$69.95 - $72.99,skechers womens shoes,2,Shop.com,27539
8061,711166527,3.67,0.47100000000000003,$48.95 ,skechers womens shoes,3,Shop.com,7687
8062,711166528,3.67,0.47100000000000003,$50.99 - $54.95,skechers womens shoes,4,Shop.com,13201
8063,711166529,4.0,0.0,"$69.99,Sale $44.99",skechers womens shoes,5,Shop.com,22732
8064,711166530,3.4,0.8,$61.99 ,skechers womens shoes,6,Shop.com,16087
8065,711166531,3.4,0.8,$61.99 ,skechers womens shoes,7,Shop.com,27366
8066,711166532,4.0,0.0,$64.95 ,skechers womens shoes,8,Shop.com,24063
8067,711166533,2.33,0.47100000000000003,$64.95 ,skechers womens shoes,9,Shop.com,23470
8068,711166534,3.67,0.47100000000000003,$69.95 ,skechers womens shoes,10,Shop.com,9092
8069,711166535,3.67,0.47100000000000003,$64.95 ,skechers womens shoes,11,Shop.com,9241
8070,711166536,3.33,0.943,"$64.95,Sale $43.99",skechers womens shoes,12,Shop.com,539
8071,711166537,4.0,0.0,$44.95 ,skechers womens shoes,13,Shop.com,20159
8072,711166538,4.0,0.0,$64.95 ,skechers womens shoes,14,Shop.com,2637
8073,711166539,3.67,0.47100000000000003,$61.99 ,skechers womens shoes,15,Shop.com,7731
8074,711166540,3.67,0.47100000000000003,"$59.95,Sale $47.96 - $61.99",skechers womens shoes,16,Shop.com,14800
8075,711166541,4.0,0.0,$61.99 ,skechers womens shoes,17,Shop.com,19664
8076,711166542,3.67,0.47100000000000003,$37.95 - $42.95,skechers womens shoes,18,Shop.com,11576
8077,711166543,4.0,0.0,$99.99 ,skechers womens shoes,19,Shop.com,5193
8078,711166544,4.0,0.0,$59.99 ,skechers womens shoes,20,Shop.com,24770
8079,711166545,2.0,0.0,$65.95 ,skechers womens shoes,21,Shop.com,12216
8080,711166546,4.0,0.0,$61.99 ,skechers womens shoes,22,Shop.com,25297
8081,711166547,4.0,0.0,$59.99 ,skechers womens shoes,23,Shop.com,20650
8082,711166548,4.0,0.0,$65.95 ,skechers womens shoes,24,Shop.com,8770
8083,711166549,3.6,0.49,$61.99 ,skechers womens shoes,25,Shop.com,4124
8084,711166550,1.0,0.0,$3.75 - $27.50,extenal hardisk 500 gb,1,Shop.com,5705
8085,711166551,1.0,0.0,$58.66 - $125.69,extenal hardisk 500 gb,2,Shop.com,17378
8086,711166552,1.0,0.0,$6.95 ,extenal hardisk 500 gb,3,Shop.com,5573
8087,711166553,1.0,0.0,$2.66 - $7.49,extenal hardisk 500 gb,4,Shop.com,7692
8088,711166554,2.0,1.4140000000000001,$3.42 - $7.15,extenal hardisk 500 gb,5,Shop.com,12338
8089,711166555,1.0,0.0,$20.15 ,extenal hardisk 500 gb,6,Shop.com,5261
8090,711166556,1.0,0.0,$6.92 - $8.99,extenal hardisk 500 gb,7,Shop.com,11726
8091,711166557,1.0,0.0,$17.50 ,extenal hardisk 500 gb,8,Shop.com,19752
8092,711166558,1.0,0.0,$6.95 ,extenal hardisk 500 gb,9,Shop.com,26876
8093,711166559,1.0,0.0,"$30.74,Sale $22.77 - $32.99",extenal hardisk 500 gb,10,Shop.com,13578
8094,711166560,2.8,0.748,$68.99 - $79.44,extenal hardisk 500 gb,11,Shop.com,16381
8095,711166561,1.0,0.0,"$49.99,Sale $33.99",extenal hardisk 500 gb,12,Shop.com,27649
8096,711166562,1.75,0.433,"$237.37,Sale $207.00 - $257.53",extenal hardisk 500 gb,13,Shop.com,16731
8097,711166563,3.0,0.894,"$94.99,Sale $70.36",extenal hardisk 500 gb,14,Shop.com,12664
8098,711166564,1.0,0.0,"$1,299.00 - $1,652.64",extenal hardisk 500 gb,15,Shop.com,23053
8099,711166565,4.0,0.0,$43.58 - $85.99,extenal hardisk 500 gb,16,Shop.com,19336
8100,711166566,2.6,1.3559999999999999,"$220.95,Sale $207.00 - $237.37",extenal hardisk 500 gb,17,Shop.com,19472
8101,711166567,3.67,0.47100000000000003,"$56.01,Sale $56.01 - $73.72",extenal hardisk 500 gb,18,Shop.com,636
8102,711166568,1.67,0.47100000000000003,"$294.99,Sale $255.97 - $368.00",extenal hardisk 500 gb,19,Shop.com,14092
8103,711166569,1.33,0.47100000000000003,$499.00 - $514.99,extenal hardisk 500 gb,20,Shop.com,2831
8104,711166570,1.33,0.47100000000000003,$567.99 - $632.84,extenal hardisk 500 gb,21,Shop.com,7176
8105,711166571,1.0,0.0,"$1,043.99,Sale $994.99 - $1,949.94",extenal hardisk 500 gb,22,Shop.com,9969
8106,711166572,4.0,0.0,$219.99 ,extenal hardisk 500 gb,23,Shop.com,6206
8107,711166573,1.0,0.0,$477.99 - $585.85,extenal hardisk 500 gb,24,Shop.com,27504
8108,711166574,1.33,0.47100000000000003,$718.64 - $902.16,extenal hardisk 500 gb,25,Shop.com,4508
8109,711166575,4.0,0.0,$779.00 ,laptop lenovo,1,Shop.com,8401
8110,711166576,3.67,0.47100000000000003,"$329.99,Sale $229.99",laptop lenovo,2,Shop.com,11272
8111,711166577,2.67,0.943,$599.00 ,laptop lenovo,3,Shop.com,23716
8112,711166578,4.0,0.0,"$1,199.00 ",laptop lenovo,4,Shop.com,4233
8113,711166579,4.0,0.0,$426.55 ,laptop lenovo,5,Shop.com,16962
8114,711166580,4.0,0.0,"$989.99 - $1,211.20",laptop lenovo,6,Shop.com,23307
8115,711166581,4.0,0.0,$799.00 ,laptop lenovo,7,Shop.com,1308
8116,711166582,4.0,0.0,$379.99 ,laptop lenovo,8,Shop.com,735
8117,711166583,4.0,0.0,"$1,149.00,Sale $976.97",laptop lenovo,9,Shop.com,25438
8118,711166584,4.0,0.0,"$1,414.99 ",laptop lenovo,10,Shop.com,1415
8119,711166585,3.33,0.47100000000000003,$14.99 ,laptop lenovo,11,Shop.com,29110
8120,711166586,4.0,0.0,$9.99 ,laptop lenovo,12,Shop.com,20187
8121,711166587,3.33,0.943,$179.99 ,laptop lenovo,13,Shop.com,18057
8122,711166588,4.0,0.0,$602.10 ,laptop lenovo,14,Shop.com,11986
8123,711166589,3.2,0.748,"$1,799.00 - $2,012.99",laptop lenovo,15,Shop.com,8071
8124,711166590,3.0,0.0,"$749.99,Sale $479.00",laptop lenovo,16,Shop.com,7791
8125,711166591,3.67,0.47100000000000003,$29.99 ,laptop lenovo,17,Shop.com,15312
8126,711166592,2.6,1.02,"$1,981.49 ",laptop lenovo,18,Shop.com,2352
8127,711166593,3.4,0.8,$759.99 ,laptop lenovo,19,Shop.com,22331
8128,711166594,3.67,0.47100000000000003,$605.16 - $727.18,laptop lenovo,20,Shop.com,8036
8129,711166595,4.0,0.0,"$3,165.99 ",laptop lenovo,21,Shop.com,6951
8130,711166596,3.67,0.47100000000000003,"$529.99,Sale $349.99",laptop lenovo,22,Shop.com,23559
8131,711166597,3.4,0.8,"$1,129.00,Sale $1,125.60 - $1,171.99",laptop lenovo,23,Shop.com,21335
8132,711166598,4.0,0.0,"$1,771.99 - $1,849.99",laptop lenovo,24,Shop.com,17526
8133,711166599,3.67,0.47100000000000003,$949.00 ,laptop lenovo,25,Shop.com,19444
8134,711166600,4.0,0.0,"$44.99,Sale $19.99",khaki pants,1,Shop.com,1001
8135,711166601,4.0,0.0,"$22.00,Sale $15.29",khaki pants,2,Shop.com,867
8136,711166602,3.67,0.47100000000000003,"$44.99,Sale $19.99",khaki pants,3,Shop.com,23861
8137,711166603,4.0,0.0,"$44.99,Sale $29.99",khaki pants,4,Shop.com,1080
8138,711166604,3.0,0.0,Sale $27.99 - $36.45,khaki pants,5,Shop.com,26570
8139,711166605,4.0,0.0,"$39.99,Sale $19.99",khaki pants,6,Shop.com,9986
8140,711166606,4.0,0.0,"$46.00,Sale $27.99",khaki pants,7,Shop.com,26715
8141,711166607,4.0,0.0,"$46.00,Sale $27.99",khaki pants,8,Shop.com,19342
8142,711166608,1.33,0.47100000000000003,$51.98 ,khaki pants,9,Shop.com,2061
8143,711166609,2.33,0.943,"$39.99,Sale $34.99",khaki pants,10,Shop.com,19456
8144,711166610,3.67,0.47100000000000003,"$22.00,Sale $15.29",khaki pants,11,Shop.com,27636
8145,711166611,3.33,0.943,"$46.00,Sale $27.99",khaki pants,12,Shop.com,12110
8146,711166612,4.0,0.0,"$85.00,Sale $39.99",khaki pants,13,Shop.com,15577
8147,711166613,1.33,0.47100000000000003,$36.98 ,khaki pants,14,Shop.com,16238
8148,711166614,4.0,0.0,"$46.00,Sale $27.99",khaki pants,15,Shop.com,2537
8149,711166615,4.0,0.0,$108.00 ,khaki pants,16,Shop.com,22815
8150,711166616,2.33,0.47100000000000003,"$44.99,Sale $19.99",khaki pants,17,Shop.com,18419
8151,711166617,3.33,0.943,"$38.00,Sale $19.99",khaki pants,18,Shop.com,25889
8152,711166618,4.0,0.0,$17.06 ,khaki pants,19,Shop.com,9214
8153,711166619,3.67,0.47100000000000003,"$34.50,Sale $25.87",khaki pants,20,Shop.com,830
8154,711166620,3.67,0.47100000000000003,$14.99 ,khaki pants,21,Shop.com,25392
8155,711166621,2.17,1.067,$36.45 ,khaki pants,22,Shop.com,14569
8156,711166622,2.33,0.47100000000000003,"$100.00,Sale $79.99",khaki pants,23,Shop.com,15622
8157,711166623,3.33,0.943,$36.45 ,khaki pants,24,Shop.com,13681
8158,711166624,4.0,0.0,"$45.00,Sale $16.20",khaki pants,25,Shop.com,16155
8159,711166625,4.0,0.0,"$75.00,Sale $45.00",duffle bag,1,Shop.com,12638
8160,711166626,4.0,0.0,Sale $139.95 - $180.00,duffle bag,2,Shop.com,6448
8161,711166627,1.33,0.47100000000000003,$49.99 - $139.99,duffle bag,3,Shop.com,19113
8162,711166628,4.0,0.0,"$75.00,Sale $45.00",duffle bag,4,Shop.com,4559
8163,711166629,3.67,0.47100000000000003,$270.00 ,duffle bag,5,Shop.com,7385
8164,711166630,3.0,1.4140000000000001,$45.95 ,duffle bag,6,Shop.com,9577
8165,711166631,4.0,0.0,"$46.99,Sale $27.99",duffle bag,7,Shop.com,17137
8166,711166632,4.0,0.0,$26.60 ,duffle bag,8,Shop.com,7589
8167,711166633,4.0,0.0,$44.86 ,duffle bag,9,Shop.com,20863
8168,711166634,2.67,0.47100000000000003,$23.23 ,duffle bag,10,Shop.com,1401
8169,711166635,4.0,0.0,$270.00 ,duffle bag,11,Shop.com,14857
8170,711166636,4.0,0.0,"$42.84,Sale $29.99",duffle bag,12,Shop.com,2302
8171,711166637,3.33,0.47100000000000003,$39.99 ,duffle bag,13,Shop.com,1454
8172,711166638,3.33,0.943,$60.00 - $120.00,duffle bag,14,Shop.com,21925
8173,711166639,1.67,0.47100000000000003,$29.99 - $32.49,duffle bag,15,Shop.com,7909
8174,711166640,4.0,0.0,$80.00 ,duffle bag,16,Shop.com,11608
8175,711166641,4.0,0.0,$368.00 ,duffle bag,17,Shop.com,17986
8176,711166642,2.4,1.02,"$75.00,Sale $45.00",duffle bag,18,Shop.com,10918
8177,711166643,4.0,0.0,$26.99 - $64.99,duffle bag,19,Shop.com,17859
8178,711166644,4.0,0.0,$222.99 - $286.49,duffle bag,20,Shop.com,5989
8179,711166645,4.0,0.0,$60.00 ,duffle bag,21,Shop.com,11715
8180,711166646,2.33,0.47100000000000003,$198.00 ,duffle bag,22,Shop.com,11657
8181,711166647,4.0,0.0,$29.99 - $41.40,duffle bag,23,Shop.com,3884
8182,711166648,4.0,0.0,$49.99 ,duffle bag,24,Shop.com,9967
8183,711166649,4.0,0.0,"$42.84,Sale $29.99",duffle bag,25,Shop.com,10469
8184,711166650,1.0,0.0,$3.75 - $27.50,microwave,1,Shop.com,26654
8185,711166651,3.4,0.49,$139.00 - $231.99,microwave,2,Shop.com,28836
8186,711166652,4.0,0.0,"$153.49,Sale $146.97 - $211.99",microwave,3,Shop.com,11374
8187,711166653,4.0,0.0,$62.99 - $131.99,microwave,4,Shop.com,20536
8188,711166654,4.0,0.0,$138.99 - $139.00,microwave,5,Shop.com,2735
8189,711166655,4.0,0.0,Sale $188.99 - $280.99,microwave,6,Shop.com,24705
8190,711166656,4.0,0.0,$53.85 ,microwave,7,Shop.com,25236
8191,711166657,4.0,0.0,Sale $134.99 - $189.99,microwave,8,Shop.com,22441
8192,711166658,4.0,0.0,"$108.66,Sale $99.99 - $139.00",microwave,9,Shop.com,3295
8193,711166659,4.0,0.0,$59.00 ,microwave,10,Shop.com,3573
8194,711166660,3.67,0.47100000000000003,$59.99 - $79.99,microwave,11,Shop.com,14451
8195,711166661,4.0,0.0,"$159.73,Sale $98.97",microwave,12,Shop.com,6670
8196,711166662,4.0,0.0,$259.00 - $289.99,microwave,13,Shop.com,4825
8197,711166663,4.0,0.0,"$82.98,Sale $80.99 - $99.99",microwave,14,Shop.com,11712
8198,711166664,3.0,0.0,"$278.00,Sale $249.99 - $328.99",microwave,15,Shop.com,3218
8199,711166665,4.0,0.0,$105.00 - $149.00,microwave,16,Shop.com,3055
8200,711166666,3.4,0.8,"$74.27,Sale $74.27 - $97.99",microwave,17,Shop.com,4760
8201,711166667,4.0,0.0,$219.99 - $242.99,microwave,18,Shop.com,29806
8202,711166668,4.0,0.0,"$269.99,Sale $242.99",microwave,19,Shop.com,7260
8203,711166669,4.0,0.0,Sale $170.99 - $183.40,microwave,20,Shop.com,16766
8204,711166670,4.0,0.0,"$2,506.00 ",microwave,21,Shop.com,23036
8205,711166671,3.67,0.47100000000000003,"$89.99,Sale $69.99",microwave,22,Shop.com,26374
8206,711166672,2.33,0.47100000000000003,$7.80 - $12.50,microwave,23,Shop.com,5240
8207,711166673,4.0,0.0,"$239.99,Sale $179.99",microwave,24,Shop.com,17990
8208,711166674,2.67,0.47100000000000003,$69.99 - $89.99,microwave,25,Shop.com,29085
8209,711166675,3.67,0.47100000000000003,Sale $31.49,memory foam pillow,1,Shop.com,24206
8210,711166676,4.0,0.0,$42.08 ,memory foam pillow,2,Shop.com,28600
8211,711166677,4.0,0.0,"$32.99,Sale $29.69",memory foam pillow,3,Shop.com,5894
8212,711166678,3.67,0.47100000000000003,Sale $29.28 - $49.99,memory foam pillow,4,Shop.com,15652
8213,711166679,4.0,0.0,"$32.99,Sale $29.69",memory foam pillow,5,Shop.com,16596
8214,711166680,4.0,0.0,$17.99 ,memory foam pillow,6,Shop.com,16381
8215,711166681,4.0,0.0,Sale $40.49,memory foam pillow,7,Shop.com,3813
8216,711166682,2.67,0.943,$59.34 ,memory foam pillow,8,Shop.com,14493
8217,711166683,3.75,0.433,Sale $31.49,memory foam pillow,9,Shop.com,1329
8218,711166684,4.0,0.0,$51.81 ,memory foam pillow,10,Shop.com,4972
8219,711166685,4.0,0.0,"$39.99,Sale $35.99 - $40.35",memory foam pillow,11,Shop.com,10811
8220,711166686,4.0,0.0,"$40.49,Sale $40.49",memory foam pillow,12,Shop.com,22612
8221,711166687,4.0,0.0,Sale $19.79,memory foam pillow,13,Shop.com,6137
8222,711166688,3.8,0.4,$45.99 ,memory foam pillow,14,Shop.com,11182
8223,711166689,3.33,0.943,"$19.79,Sale $19.79",memory foam pillow,15,Shop.com,18900
8224,711166690,4.0,0.0,$22.99 - $32.40,memory foam pillow,16,Shop.com,12224
8225,711166691,4.0,0.0,"$35.58,Sale $28.99 - $35.58",memory foam pillow,17,Shop.com,20474
8226,711166692,4.0,0.0,$118.99 ,memory foam pillow,18,Shop.com,5991
8227,711166693,2.67,0.47100000000000003,$59.99 ,memory foam pillow,19,Shop.com,1135
8228,711166694,3.67,0.47100000000000003,$29.99 ,memory foam pillow,20,Shop.com,7412
8229,711166695,4.0,0.0,"$84.99,Sale $32.06",memory foam pillow,21,Shop.com,21034
8230,711166696,4.0,0.0,"$87.99,Sale $74.40 - $87.99",memory foam pillow,22,Shop.com,26308
8231,711166697,4.0,0.0,$60.90 - $94.99,memory foam pillow,23,Shop.com,23970
8232,711166698,3.67,0.47100000000000003,"$40.00,Sale $9.99",memory foam pillow,24,Shop.com,18652
8233,711166699,3.67,0.47100000000000003,"$37.99,Sale $34.19 - $36.99",memory foam pillow,25,Shop.com,15949
8234,711166700,4.0,0.0,"$40.00,Sale $16.20",yoga pants,1,Shop.com,19959
8235,711166701,3.75,0.433,$29.99 ,yoga pants,2,Shop.com,5621
8236,711166702,4.0,0.0,$29.99 ,yoga pants,3,Shop.com,7258
8237,711166703,4.0,0.0,$29.99 ,yoga pants,4,Shop.com,9781
8238,711166704,3.33,0.47100000000000003,$17.99 ,yoga pants,5,Shop.com,5162
8239,711166705,4.0,0.0,$34.00 ,yoga pants,6,Shop.com,5804
8240,711166706,3.67,0.47100000000000003,"$37.50,Sale $34.12",yoga pants,7,Shop.com,20956
8241,711166707,3.33,0.943,$40.00 ,yoga pants,8,Shop.com,569
8242,711166708,3.67,0.47100000000000003,"$39.50,Sale $26.99 - $31.99",yoga pants,9,Shop.com,23539
8243,711166709,4.0,0.0,$14.50 ,yoga pants,10,Shop.com,17422
8244,711166710,4.0,0.0,"$44.50,Sale $31.99",yoga pants,11,Shop.com,26735
8245,711166711,3.67,0.47100000000000003,$200.00 ,yoga pants,12,Shop.com,24761
8246,711166712,3.4,0.8,$39.00 - $50.00,yoga pants,13,Shop.com,29564
8247,711166713,4.0,0.0,"$42.00,Sale $8.99",yoga pants,14,Shop.com,9177
8248,711166714,3.2,0.748,$25.00 ,yoga pants,15,Shop.com,5740
8249,711166715,4.0,0.0,"$30.00,Sale $24.99",yoga pants,16,Shop.com,303
8250,711166716,4.0,0.0,$21.98 ,yoga pants,17,Shop.com,9636
8251,711166717,4.0,0.0,$34.99 ,yoga pants,18,Shop.com,24836
8252,711166718,4.0,0.0,"$24.00,Sale $11.69",yoga pants,19,Shop.com,26945
8253,711166719,4.0,0.0,"$24.00,Sale $11.69",yoga pants,20,Shop.com,7265
8254,711166720,4.0,0.0,$25.00 ,yoga pants,21,Shop.com,6911
8255,711166721,3.75,0.433,"$39.50,Sale $26.99",yoga pants,22,Shop.com,17446
8256,711166722,3.75,0.433,$21.98 ,yoga pants,23,Shop.com,2955
8257,711166723,4.0,0.0,$25.00 ,yoga pants,24,Shop.com,28182
8258,711166724,3.4,0.8,$25.00 ,yoga pants,25,Shop.com,21940
8259,711166725,4.0,0.0,$48.70 - $69.99,sleeping bags,1,Shop.com,14645
8260,711166726,4.0,0.0,$23.95 - $26.98,sleeping bags,2,Shop.com,8755
8261,711166727,4.0,0.0,"$349.95,Sale $279.96",sleeping bags,3,Shop.com,3741
8262,711166728,3.67,0.47100000000000003,$129.95 ,sleeping bags,4,Shop.com,499
8263,711166729,3.33,0.745,"$105.54,Sale $78.18 - $109.99",sleeping bags,5,Shop.com,29400
8264,711166730,4.0,0.0,$53.99 - $59.99,sleeping bags,6,Shop.com,24235
8265,711166731,3.0,1.095,$145.63 ,sleeping bags,7,Shop.com,18732
8266,711166732,4.0,0.0,"$209.95,Sale $167.96",sleeping bags,8,Shop.com,27000
8267,711166733,4.0,0.0,Sale $31.49 - $38.63,sleeping bags,9,Shop.com,920
8268,711166734,4.0,0.0,"$299.95,Sale $239.96",sleeping bags,10,Shop.com,11447
8269,711166735,4.0,0.0,Sale $53.01 - $55.70,sleeping bags,11,Shop.com,17954
8270,711166736,4.0,0.0,Sale $47.58 - $59.99,sleeping bags,12,Shop.com,4630
8271,711166737,4.0,0.0,"$169.95,Sale $135.96",sleeping bags,13,Shop.com,7148
8272,711166738,2.0,1.265,$9.31 - $28.08,sleeping bags,14,Shop.com,28617
8273,711166739,4.0,0.0,"$99.99,Sale $89.99",sleeping bags,15,Shop.com,9889
8274,711166740,3.33,0.47100000000000003,$64.99 - $97.79,sleeping bags,16,Shop.com,15859
8275,711166741,4.0,0.0,Sale $53.01 - $79.99,sleeping bags,17,Shop.com,8679
8276,711166742,4.0,0.0,"$43.29,Sale $43.29 - $59.99",sleeping bags,18,Shop.com,11203
8277,711166743,4.0,0.0,$34.99 - $42.99,sleeping bags,19,Shop.com,2693
8278,711166744,4.0,0.0,"$31.42,Sale $31.42 - $39.99",sleeping bags,20,Shop.com,26321
8279,711166745,3.4,0.8,$28.30 - $37.37,sleeping bags,21,Shop.com,4582
8280,711166746,2.33,0.47100000000000003,"$80.64,Sale $59.73 - $89.99",sleeping bags,22,Shop.com,3191
8281,711166747,4.0,0.0,Sale $31.49 - $38.71,sleeping bags,23,Shop.com,15549
8282,711166748,4.0,0.0,Sale $31.49 - $39.99,sleeping bags,24,Shop.com,19353
8283,711166749,4.0,0.0,"$379.95,Sale $303.96",sleeping bags,25,Shop.com,14516
8284,711166750,3.0,0.632,$10.99 ,minecraft diamond sword,1,Shop.com,18528
8285,711166751,3.0,0.894,Sale $7.99,minecraft diamond sword,2,Shop.com,10007
8286,711166752,2.33,0.47100000000000003,$6.95 ,minecraft diamond sword,3,Shop.com,19393
8287,711166753,2.0,1.4140000000000001,$69.99 - $79.99,minecraft diamond sword,4,Shop.com,21064
8288,711166754,2.75,0.433,$26.99 ,minecraft diamond sword,5,Shop.com,1024
8289,711166755,3.0,1.4140000000000001,$19.99 ,minecraft diamond sword,6,Shop.com,3680
8290,711166756,3.33,0.47100000000000003,"$100.99,Sale $99.99 - $100.99",wall clocks,1,Shop.com,23244
